reportID,report
55195, The sighting was in the Kehl Springs CG at Mile Post#7(GPS info was taken and is available upon request)
55236,"I think I may have seen a Sasquatch near the Montgomery Game Ranch in Jack county last night, slightly before midnight.  A few friends and I were dirt road driving through several very wild and remote parts of our county. We stopped to look and listen. I put my generation one night vision monocular on the edge of a clearing. I noticed a large, black, and roundish shape. I thought it might be a cow but when I focused on it, it stood up slowly on two legs, appeared to be very tall, and took three or four really long, liquid, and smooth steps to get behind a nearby mesquite tree. It appeared to be a huge, man like figure. It appeared to me to be moving slowly to avoid detection, i.e. moving slowly and smoothly with no sudden movements. I tried to zoom in but all I could make out was a huge black shape behind the tree. I was not able to record it and I was the only one in the group who saw it. It's size and the fluidity of its movements are what stuck in my mind the most. It was more coordinated and smoother than even a wild cat. After growing up on a cattle ranch in this part of the country and spending many years as a park ranger, I have seen many wild animals. This was like nothing I have ever seen before. I can't say for sure I saw a Sasquatch but feel strongly that I might have. "
56061,"On our way home to Rockmart, GA from Birmingham, AL, we were following the directions the GPS gave for the distance.  This brought us to Hwy 120 and Vincent Mountain Road.  We had just made that turn and gone a mile and a half when my husband and myself saw a large figure standing in the tree line.  There was illumination coming from the right side of the road from an additional light source other than our car headlights.  This enabled us to clearly see this figure that was on the left side of the road with one arm straight down and the other arm slightly moving.  I believe that arm movement is what caught our attention making us both look to our left CLEARLY allowing us both to view this creature.  It was covered in reddish brown fur from head to toe with a face I can only describe as Ape like. It appeared to be over seven feet tall. He/she seemed to be getting ready to cross the road. After about 15 seconds past, he and I both screamed out, ""did you just see what I saw???""  I have never been a big believer in the legend of Bigfoot, but I know what I saw tonight.  And I am floored.  I have never written to any site such as this about anything in my life and I certainly didn't think I would start at 56 years old.Thank you for your time. "
58357, it was in Colville National Forest I do not have exact coordinates as we were off trail.
59102," It is a road off harpertown road from Elkins, WV. Not sure if the cutoff road name but the area of the sighting is referred to as Lower Cheat by locals. I have a screen cap from google earth that I can provide upon request. 38 5806N 79 4540W are the approximate coordinates."
59396," I was at the top of Buckhollow Rd. at the intersection of a unnamed logging road just to the south of Swift Creek Rd., approximately 25 to 35 feet higher looking south down Buckhollow Rd. [Investigator (MM) Notes: Location Coordinates: 39.089496, -82.834201Click here for Google Maps link: https://goo.gl/maps/pN8FfzXj2N3a7MnaA]"
59757, Latitude & Longitude :  42.158230  -96.344197
62340,"Location:2334 River Mountain Road Delaware, AR 7283535.309576, -93.375676I saw a white Bigfoot in Arkansas, circa 1976-1977. It was during the summer, probably July or August. It was around 8 in the morning. I was on vacation with my family to see relatives. I was walking across the road to go see my friend who lived across the road. This is in a very secluded area and these were the only two houses in the area. It was all dense trees, except for this one area that was cleared of trees and had a pond in the middle of it. I looked out to my left and saw this very tall white thing walking. It was walking along a barbwire fence from my left to right (East to West) from one tree line to the other. As my walking slowed trying to comprehend what it was, a fear came over me. Fortunately it hadn't spotted me yet. I looked to my left in front of me was a tree stump next to a barbwire fence. I instantly crouched down and moved as quick as I could without drawing attention to myself and to position myself behind the stump, and I continued to watch it walk out of sight. Fortunately it never did look in my direction. I never saw its face or hands but the hair seemed silvery white, similar in shades to aluminum foil.   I later figured out that the barbwire fence that ran around that whole area was 4' tall. It was easily double the height of the fence, so I would say in the 8'-10' tall range. It was slender and not bulky like Patty from the Patterson-Gimlin footage. I only ever told that friend about it, because I didn't know what it was and wondered if my eyes were playing a trick on me, because back then, no one ever heard of a white bigfoot, let alone realize that they come in all colors, similar to human hair.Technicals:[[Matt Moneymaker's note: To see the location in Google Earth simply copy and paste these coordinates into the Search box 35.309576, -93.375676then click the Search button.]][Witness:] Google Earth tells me the distance was 700', though it felt like it was about a football field. Also, on the maps there is a clearing to the left of the road, that was all trees back then. And the clearing on the other (right) side of the tree line was all trees too, you can see that they are tree farming a lot just outside of this area. Also none of those other houses were there. My family owned about 500 acres there and my uncle lived there. We lived in LA but would go back there every summer. Sidenote: This is the same text I use to re-tell this story. I have posted this elsewhere. I also don't want to use my real name, but have no problem with talking about it. JaimieLos Angeles, 2015 "
65464," The summit of Silver Star Mountain that we hiked to via the Grouse Vista Trailhead. Coordinates: 45.747963, -122.238859. See environment section below for more details on the location."
65566," [Note from investigator Matt MoneymakerThis incident happened near where the Pacific Crest Trail crosses the Middle Fork of the Feather River.  The coordinates for that crossing:39.808254, -121.045600You can copy and paste those coordinates in Google Maps or Google Earth and it will show you the river crossing point.]"
65630, See GPS coordinates
65867,"On August 1st, 2020, my 3 sons and I were out for a day-trip drive along the Lake Huron shoreline, north of Lexington, MI. There's many stretches of wooded areas on the lake side of the road, and rural farmland on the west side, along this route. At approximately 12:50 PM, 1 and a half to 2 miles south of Port Sanilac, MI, we were driving northbound on M-25, and my oldest son (15 yrs), seated next to me in the front, said ""Oh my God"" and stared straight ahead. I was still driving, and asked him what was wrong. He didn't initially answer and his 13 year old brother (seated behind him in the backseat) also asked him what was the matter. He finally spurted out ""I just saw a bigfoot!"".I thought he was joking at first, as he's always been a notable skeptic of my interest in Sasquatch research. But he adamantly insisted he wasn't kidding and described what he saw in the woods on the east side (Lakeside) of the road. He said he saw a large dark figure walking south through the woods. He says it was too a dark in the canopy of the woods to see a face, but the reason he noticed it at all was that it was moving exactly like the figure ""in that old grainy footage that everyone always talks about"" (the Patterson footage). He says the arms were longer than its torso and that he could tell it had fur much in the same way you can tell a dog has fur from a distance, that it wasn't skin that he was seeing. It was definitely walking, not standing still, and it's arms were swinging. He guesses that it was around 100 yards or less away. He estimates that it was around 8 feet tall (he said his impression of it made him feel short. My son is 6' 2""). He says it had very broad shoulders. He was able to watch it for approximately 5 seconds as we traveled in the opposite direction that it was headed. As soon as he told me what he'd seen, I turned around and drove back to the location. Traffic was moderately steady, being a summer Saturday afternoon, so it took a couple minutes to return to the exact spot and then find a safe spot nearby to pull off. We didn't see anything at that point, but I pinned the area on my GPS. The exact coordinates are 43.391164, -82.539186 "
65894,"I just got back from a region known as Madawaska Valley in Renfrew County about 3 hours north of me (Whitby). It is located on the southern edge of Algonquin Park. Several reports have come out of that park in including an encounter I had back in 2008. It was a ""Class B"" experience while camping with 3 of my friends in that park. Rock throwing, odor and feces found.My family and I rented a cottage this week on a small private lake called Spectacle Lake. The cottage is surrounded by forest and the region has a good population of moose, deer, wolf, beaver and bear. On Monday, July 27th when we arrived at 15:00 hrs we got unpacked and got settled in for the afternoon. At 18:00 hrs we had a nice dinner and then sat around a bigbon fire at approximately 20:00 hrs. At about 22:00 hrs while sitting and talking around the fire I heard something across the lake in the distance. I told everyone to be quiet because I could hear something above the sound of our fire. I then heard these series of howls come from across the lake. The distance across the lake is about 500 meters. The area has thick forest with cliffs in the background. The howls seemed to come well beyond the distance across the lake and even beyond the cliffs behind the tree line. I would estimate the cliffs to be approximately 150 meters high. There are no cottages directly across the lake. There are 3 small cottages at a distance to the north of us, however, no one was at those cottages during the week. Having heard these kinds of sounds before I figured it was a Sasquatch, but no one else in my group has experienced this before. Naturally they were all taken back and quite excited by this. Everyone agreed the howls did not sound like wolves, coyotes, loons, deer, moose or any other kind of animal we are familiar with. These howls went on intermittently for about a 1/2 hr and each time it happened there were about 3 - 4 howls. About midnight the fire was dying down and we all headed into the cottage for the night, but just before going in we heard a large branch break close by. I would estimate about 20 feet from the cottage in the tree line and it was a clear distinct ""crack"" of a tree limb I would estimate of about 1"" or more (?)  Again, I knew what this was, having experienced this many times, and so I tried to peer into the tree line to see if I can see anything. I heard nothing else and saw nothing. I didn't want to shine flashlight because I knew this might end the activity for the night, so I went inside the cottage. We all went to bed shortly afterwards.At 03:31 hrs (I looked the time immediately) something hit or threw something at the cottage very hard. It shook the cottage and woke all of us up. Keep in mind this is a fairly large cottage that is two storeys tall with a basement walkout and sleeps all 8 of us well. I knew what was happening and got up to look around. I wanted to rule out any of the kids or dogs possibly walking around and maybe knocked something off of a shelf in the dark, so I walked all around the house from top to bottom. Everyone, including the dogs were in their beds. The dogs never moved from their spots, even though I know they heard/felt the bang. I looked outside and saw nothing in the pitch darkness so I went back to bed. I lay there awake and listened for any other activity. Then about a 1/2 hr later I could hear something ""mumbling/grumbling"" outside the open window. That's the best way I can describe it. It was close to my window, but I still couldn't see anything when I looked out. I still did not want to shine a light, hoping for more activity. At 04:15 hrs something gave a long, hard ""scrape"" along the outside of the cottage. Then nothing.In the morning at 06:30 hrs I woke up and checked the outside perimeter of the cottage and the surrounding area. The ground is hard all around the cottage, so I found no imprints. I went inside the tree line, but still could find no definite prints. I could see no ""hand prints"" or signs of damage on the outside walls of the cottage. I could not find the tree break. I could not see any rocks or sticks lying close to the cottage that could have been thrown at the cottage. I found no physical signs of the ""scrape"" either.The next night, Tuesday, July 28th, while sitting by our bonfire again we heard the same screams/howl from across the lake. This would occur off and on until about 5 am. The recording I took from my bedroom in the middle of the night at 02:31 am. Either put your computer on speakers or listen close to your phone when listening to it. There are 4 howls heard and the last one is the loudest/clearest.There was no more activity of any kind on Wednesday or Thursday, but I heard these screams/howls again on Friday, July 31st during the night.Coordinates:  Latitude - 45.5340, Longitude - 77.858040, GPS co-ordinates - 45 degrees 31'20.424""N, 77 degrees 51' 28.944W Temperature:   21 degrees Celcius Monday, Tuesday evening/night , 25 degrees Celcius Friday evening/night Latitude 45.5340, Longitude - 77.858040, GPS co-ordinates - 45 degrees 31'20.424""N, 77 degrees 51' 28.944WSpectacle Lake Rd. off of Hwy 60"
66158," Cedar Tree line off each side of the 2 lane road. Grovespring is South of Lebanon, MO OFF Hyw 5. Turn left on O. Following till Hyw TT. About a quarter mile before JunctionsNN going South. [Exact location of incident (copy and paste these coordinates into Google Maps): 37.463917, -92.522421 ]"
67199," West of Weatherford, Texas. On the river itself, by itself, and no one else around.[Exact location (copy and paste coordinates into Google Maps): 32.669084, -98.032844 ]"
67232," [Copy and paste these coordinates into Google Maps: 37.332257,-76.709259][ You can also copy and paste this long link into a browser to see the exact location of the incident: https://earth.google.com/earth/rpc/cc/drive?state=%7B%22ids%22%3A%5B%221CPRdZeVLNSGjDPzp0mpdzqkwxsL-sYuk%22%5D%2C%22action%22%3A%22open%22%2C%22userId%22%3A%22116282724240842335884%22%2C%22resourceKeys%22%3A%7B%7D%7D&usp=sharing"
67239," It was in Hocking Hills area in Logan Ohio. We rented a cabin in the woods. [Cabin address: 9001 State Route 312, Logan, Ohio][Long / Latitude: 39.596072, -82.352913]"
67271," It was huge had dark brown hair. It was gone in one step. It disappeared in the trees.[Investigator notes: Longitude / Latitude coordiantes: 31.606405, -93.499096]"
67381," [Investigator note: Longitude / Latitude:47.879654, -91.977476 ]"
67401," Longitude / Latitude: (copy and paste coordinates into Google Maps):46.75473, -116.42915"
67413," Clearing across from driveway 8651 highway 6a.  [Investigator note: Longitude/Latitude coordinates: 49.897063, -117.379723]"
67423," You get of at the first AL exit after you go across the GA -AL line on I-20 at where the fireworks stores are take a left back across the interstate and take the first rd to your right that is the road where the sighting took place.[Investigator notes: Longitude / Latitude coordinates: 33.6434123, -85.4196091 ]"
67425," Heard the vocalization while on the Appalachian Trail, heading down towards Route 22.Around this GPS point:Dropped pinNear Appalachian Trail, Pawling, NY 12564https://maps.app.goo.gl/T9wmAoYeJ28Z4AC28Longitude / Latitude: 41.605115, -73.595064"
67480," We were camping and fishing at North Lake in the Sierras above Bishop.[Investigator note: Longitude / Latitude:37.227163, -118.627136]"
67556," [Investigator Notes: Longitude / Latitude:40.035268, -123.787606]"
67590," Investigator Notes:  Click here for a Google Maps link to the location.Coordinates: 30.684406, -86.556365"
67602," Investigator (Moneymaker) Notes: For the Google Maps link to the location, click here.Coordinates: 45.694750, -87.747750"
67875," Directions to the General Stone Church Trail System Campground, as per the US Dept. of Agricultures website.To find this campground and trailhead west of Shawnee, OH:	Take State Route 93 out of Shawnee.	Turn left on County Road 38.	The Horse Camp and main trailhead is on the right, the old primitive campground trail head is further on to the west.GPS Location (Site of encounter(s) on the trail): [39.632544, -82.264629]GPS Location (specific trailhead of Stone Church Trail System): N 39 37 49, W 82 15 19[Investigator Note:  For the Google Maps pin for the location where the witness was standing, click here.]"
68899," We were on the White Water Creek Golf course.  We are members and know the area well.  Several lakes and ponds just off the creek near the 15th tee box. [Investigator note: For the Google Maps pin to the spot where the sasquatch was first spotted, click here.Coordinates:  33.371111, -84.508000 ]"
69015," This is a back road just north of Liberty Hill that anyone can get to, but it's a road that didn't have a high amount of traffic at the time.[Investigator (MM) Notes: Location coordinates: 30.775319, -97.937187Map link to location:  Click here."
69052," [Investigator Note: The road crossing happened on Lakeview Road almost precisely one mile south of Blitch and eight miles north of Statesboro. Coordinates for the spot: 32°34'31.4""N 81°47'01.6""W]"
69065," [Investigator notes: The sasquatch was spotted at the edge of the treeline behind the Warehouse 24 Gym on the outskirts of Ashland.Longitude / Latitude Coordinates:40.855698, -82.269722Or click this link to see a Bing Maps pin for the exact location where the figure was spotted. The Google Maps aerial image for the location is outdated, only showing the gym while it was still under construction.]"
69304," Salt Fork State ParkWe were on a boat at approx these coordinates:(40.0805130, -81.5146460)Sound wouldve came from South of these coordinates"
69316," Address from where howls were heard:6729 HWY 190 Chillicothe MO 64601Howls were coming from 1-2 miles south west of that adress.Coordinates 39.83808455839538, -93.651295780673"
69411," Adjoining roads Township Road 1714,County Road 1754, and Township Road 655[Investigator Notes: Coordinates: 40.8113889, -82.2680555Google Maps link: click here."
69469," [Investigator Note: Address: 14199 Columbiana-Canfield Road, Columbiana, OhioCoordinates: 40.911992, -80.709115For Google Map pin to the location click here."
69588, [Investigator (MM) Notes:We are unable to provide a GPS point for where the sounds were coming from.  The witness only knows a vector and best guess distance of a half mile. The whoops were coming from somewhere in the vicinity of where Silvercreek Road and Wall Road intersect.
69614," The location is very rural no homes.  I'd have to say its 400 to 1000 ft from the powerlines leaving Gorst going towards Belfair on the left.[Investigator (MM) Notes: Location Coordinates: 47.528769, -122.719718Click here for Google Maps pin: https://goo.gl/maps/WbdLVZGpCcpcyiZR7]"
69641," Intersection of glen springs road and ridge lane.[Investigator (MM) Notes:GPS coordinates for this location: 35.221487, -87.390609"
70712," 32.793376, -94.694120Exact coordinates from Google maps[Click here for Google Map pin for where the figure was standing:https://goo.gl/maps/rHqzBJoA8YSnctos7"
70737," In the mountains west of Jungle creek trail.Investigator (MM) Notes:The location is in Wenatchee National Forest. It is 1.15 west of the end of NF-9701 and roughtly 1 mile NW of Teanaway Butte. Paste these coordinates into search bar for Google Earth or Google Maps:  47.344323, -120.947687"
71700," The route I took that time was through the back country due to google maps trying to give the most economical route. To the best of my memory it was near Hwy 41 and Steed Creek Road.[Investigator (MM) Notes:During our converstation the witness looked at aerial images and clarified the location. It was not far from intersection of Hwy 41 and Steed Creek Road, but was actually on Cainhoy Road (also called State Road S-8-98). The spot was basically halfway between the Cooper River and Quinby Barony Ave.GPS coordinates: 33.093199, -79.810204or 33°05'35.5""N 79°48'36.7""WFor Google Maps pin click https://goo.gl/maps/8phc8ESaEE6zVp5H7."
71733," Powell Marsh  Manitowish Waters Wisconsin[Investigator (MM) note:Here are the GPS coordinates for the rough location of where he was standing when he shot the photos and video. The figure was an undetermined distance to the southeast of his position, running away generally towards the southwest.46.0839196, -89.9131363"
71792," Big Bay Access Area, at the end of Sarratt Road on the Broad River.Coordinates:  35.148116618689365, -81.60891823376281"
71794," [Investigator Notes:3/4 mile east of intersection of Hwy 144 and Nokia Loop Road.Coordinates: 34.5057208, -95.1215628"
71801," IT WAS ON THE NORTH SIDE OF THE JOHNATHON DICKINSON STATE PARK ENTRANCE GATE[Coordinates:  27.0109139, -80.1034360]"
71803," coordinates  40.9858333, -110.3961111 right by State Line reservoir in The Uinta's"
71863, 
71884," [Investigator (MM) Note:Private property roughly near where Levy Creek crosses under Waldridge Lane (Bloomfield, KY). GPS coordinates for the intersection of the creek and that road: 37.957745, -85.165949"
71896," off of 180 to foley beach express[Investigator (MM) Notes:Location Coordinates: 30.317862, -87.649338]"
71904," Come off I-95 in VA at Quantico Marine Corp Base exit. Head towards Camp Upshur. Turn right if going south or north off I-95.  But main Base can give directions from there. But my old unit is Camp Upshur, Delta Company 4th LAI BTN. I was stationed there 91-95. [Investigator (MM) Notes:These GPS coordinates are the witness's best guess for position of the marines when they finally observed the sasquatch that had been loudly stalking them for a long period just beforehand: 38.617919, -77.527675]"
71920," Heading north on Route 78 just across the Sangamon River leaving Chandlerville, IL.[Investigator (MM) Notes:Rough location coordinates:  40.068315, -90.152173]"
71929," [Investigator (MM) Notes:GPS coordinates for witness's best guess as to crossing point:45.939918, -64.430613"
71997," Near Buddhist temple, rt 303 Richfield Ohio[Investigator (MM) Notes:Here are the GPS coordinates for the crossing point. The figure was crossing Route 303 from south to north. Paste these coordinates into Google Maps, or paste the link into a web browser.41.2392457, -81.6229513https://goo.gl/maps/FicvVoP9kQLokNGcA"
72029," [GPS coordinates for where the figure was walking:37.129850, -76.823082"
72040," Here's a link to a pin on Google Maps https://goo.gl/maps/zuL8Nug7BgCQTv5D9I was headed northbound, the creature was crossing the highway from East to West.[GPS coordinate:  46.760167, -122.989639]"
72081," Take York rd to Oxford road. There you will turn right. Go about 2 miles to 4891 Oxford road. Active on both sides of the road. About 80 acres they are playing in. [Investigator (MM) Notes: GPS coordinates for property: 32.516381, -88.471029"
72111," From the south, drive 51 miles north of Leggett on Highway 101 to exit 667 in Redcrest. Turn right at the bottom of the offramp and make an immediate left up Avenue of the Giants. Drive 4.25 miles north to the trailhead.Trailhead address: 30780 Avenue of the Giants, Humboldt Redwoods State Park, Pepperwood, CA 95565Trailhead coordinates: 40.44307, -123.98633 (40° 26'  35.05""N  123° 59"" 10.78"" W)"
72131," Pleasant Hill Lake Park, 3431 State Route 95, Perrsyville, OH 44864 Primitive Campsite #417[Investigator (MM) note: GPS coordinates for camp site: 40.650995, -82.335747"
72142," IT WAS IN BETWEEN THE TOWN OF MALONE, WA AND PORTER, WA ON HWY 12. THE FIGURE WAS ON THE LEFT SIDE OF THE HWY IF YOU ARE HEADED SOUTH/EAST BOUND. [Investigator (MM) Note: Rough GPS coordinates:46.9436479, -123.3172772The photo below shows the exact spot.]"
72175," This happened off 112 about 2 miles from toomsboro, ga deep in the swamp area 32 53' 42.9234""N                          83 4'  11.7743""WNothing but wilderness all around for miles[Investigator (MM) Notes:the above GPS coordinates in decimal form: 32.895257, -83.069937"
72285," It occurred in yellow river WMA. I can give GPS coordinates on exact location. [GPS : 30.806180, -86.615860]"
72313," [Investigator (MM) notes:GPS coordinates: 34.6119725, -94.2168322In the power line route perpendicular to railroad track crossing Polk County Road 76W"
73291," [Investigator (MM) notes:GPS coordinates for where the sasquatch came out to the road: 34.722917, -85.545434"
74293," [Investigatior (MM) Note:The figure crossed Patrick Point Road roughly 100-200 feet north of the CAL FIRE Trindad Forest Fire Station, which is one mile north of the town center of Trinidad. GPS: 41.077296, -124.146107  ]"
74308," [Investigator (MM) Notes:Location: Rock Springs Run State Reserve, 30601 County Rd 433, Mount Plymouth FL 32776GPS coordinates for where witnesses were standing when they heard knocks not far to the east of their position: 28.793132, -81.450283"
74429," [Investigator (MM) Notes:The hunting camp described in this report is on a private hunting lease. The camp is a quarter miles northeast of Belknap Creek Bridge. This bridge is eight (8) miles northeast of Alcona.GPS coordinates for the bridge: 33.847384, -97.844681"
74487," On the north end of Erwin Mountain State Forest. 1500 feet elevation. [GPS coordinates for where witness was sitting on the ground leaned up against a tree, facing west: 42.139540, -77.159080]"
74644," About 1 mile southeast of the intersection of National Forest road # 4930 and National Forest road #118, next to Box Canyon creek[GPS coordinates: - Jeep parked here: 47.3827102, -121.2634551- Growls:  47.3829066, -121.2630752- First knocks:  47.3825331, -121.2636207- Second knock:  47.3823631, -121.2637042"
74666," We have 26 acres on the Eno River. [Investigator (MM) notes:GPS for where the daughter saw it at sundown near the basketball net:36.130087, -79.151398Father spotted it a few days later during the day.  It was 30 feet or so into the woods a bit further down the asphalt driveway (see aerial image below). It popped up from behind the large uprooted rootball of a tree that he says has fallen over sideways but is still alive.]"
74715," .[Investigator (MM) notes:GPS coordinates for location of witnesses when they heard the sounds: 34.137158, -94.699042The witnesses were inside a Yurt (round tent-like cabin). The Yurt does not appear in satellite images on Google Maps (from 2015). The Yurts built on that road -- Elm Drive loop -- were finished in August 2021."
74788," The sighting occurred in Hunting Island State Park on the Lighthouse exit road.[Investigator (MM) notes:  These are the GPS coordinates for where the figure was spotted along the exit road (North Beach Road) from Lighthouse:32.371525, -80.441090"
74793," Forlorn Lakes, campsite number 1Investigator (MM) Notes:GPS for location of Camp site #1, where this incident occurred: 45.9628237, -121.7345741"
74818," Near hwy 63 right at the OK/AR state lines.[Investigator (MM) notes:GPS coordinates for approximate location of howls:34.648556, -94.460391"
74829," This is thick forest area, and is 12 miles from our home town. Campsite is not advertised off highway, we had never even known it was there. Before making your way up Fredonyer Pass there is a small turn out and at the moment has an orange  road work sign posted. Coming from Susanville the road is to your Right. Turns to dirt  immediately and forks, you stay to the left which goes up the hill parallel with the highway. The road isnt bad at all, very easy even for a small car to navigate. When you get to the top you will cross the creek and see on your left that you can take road that goes down to a campsite with one fire pit. It loops around and back up to the road you came in on, when you go to leave. [ The location is ""Old Freydoner Campground"". You can search for that on Google Maps, etc.Lcoation GPS coordinates 40.374106, -120.833565"
74981," Bolt mountain[Investigator (MM) notes:GPS coordinates for location:37.7870006, -81.5377026"
74987,"My fiancé and I were camping across the road from the Upper Gospel Lake overlook on the western edge of the Gospel Hump Wilderness (Coordinates:  11N 582004 E  5053188 N).  We were camping in the bed of our pick-up truck underneath a tarp.  During the night I awoke to the sounds of a large animal walking past the truck.  My first thoughts were that it was a moose because the impacts of its feet/hooves were those of a heavy animal.  I started to raise up to look and my fiance grabbed my arm and asked me to stop because she thought the animal would hear me.  The interesting part of this is that she is hearing impaired.  She was not hearing the animal walk by, what she told me later is that she heard the animal make a noise that she could not attribute to any animal she had ever heard.  She said she felt the sound more than heard it.  I should note that I never heard this sound being emitted by the animal, all I heard was the impacts of its feet.  After the animal walked away I laid down figuring I missed a good chance to see a moose.  Approximately 5 minutes later I heard three very distinctive wood knocks.  I had never heard this sound anywhere in the outdoors before this night.  The first time I heard this sound other than my encounter was on your Finding Bigfoot TV show. Take Forest Service road 221 south from Grangeville.  Turn left on Forest Service road 444.  The encounter occurred next to the Upper Gospel Lake viewpoint.[Investigator (MM) Notes:GPS coordinates for location: 45.626812, -115.950122"
75057," The Ghost Town Trails between Ebensburg, Pa and Nanty-Glo, PA[Investigator (MM) Notes: GPS coordinates for witness Vincent's hand picked best guess for spot where the creature was seen, in terrain with almost no distinct landmarks seen from the air:  40.458963, -78.809708"
75097," Looking North from the road (Route 86) where the powerlines cross, just West of Rainbow Rd. Or the powerlines just NE of the NOLS facilities.[Investigator (MM) notes:GPS for approximate location of figure during sighting:44.434184, -74.183236"
75126," The area has scattered farms and lots of hills and mountains surrounding it along with lots of forest and woods. Theres a reservoir right near my house also thats not a far drive thats stocked with fish and to me it be the perfect place for a Bigfoot to be close to no people there. [Investigaytor (MM) notes:GPS for nearby intersection mentioned below:39.500707, -79.236830"
