reportID,other_witnesses
1777,"Donna P., The friend with the Mom at the time of the sighting"
24714,Only my brother and myself.
43823,My father during the first encounterMy hunting partner during the second encounter
1781,R. C. was the other wittness. Both young men still reside in Morton as of 2001
3379,just me and one other guy . he was standing there waiting for me to cut the block off the cedar log
12803,5
27897,"I was alone, I told my sister and then years later my parents.  My grandparents believed me and they were the ones I lived with at the time."
5452,none.  Just me in the car
5453,none.  Just me in the car
5249,
58133,"Just two of us, sleeping in Hammocks."
43859,"No witnesses at that time, but later found out that a friend working with the horses had also heard it earlier in the week."
28485,4 including myself.
28487,No other witnesses.
28207,Besides myself and my friend whom was camping w/me.  We were both sleeping when we awoke to the sounds.
23460,"2, my husband and myself. Unpacking the car."
23160,The witness and his son.  Spotting for deer.
16053,Just my friend was with me. We were sitting on the lake in a small boat fishing.
16416,Myself and my brother.
12689,My cousin was with me but he really didn't see it.
7580,3  sleeping
8197,No one else was there. I was just checking on work progress and looking for old bones that went with deer skull.
9850,My buddy who was also in the creek fishing
45423,
2760,I was the only one out there monitoring.  I was sitting on the trunk of my car taking notes on the ambient noise sources.
1567,"Just walking along the river, enjoying the area."
1568,I was just driving along listening to music and was completly sober. I had a couple of beer's hour's before but was not under the influence.
283,"It was my husband and myself. We had stopped to take a picture of a mountain Thorson's Peak. I was looking at the terrain and seeing what animals had left tracks, as I often do."
7146,"Sean and I, swimming and playing on a rope swing."
9168,"no, I was sleeping, then suddenly jerked awake for no reason"
1495,"Two, driving at fifty mph around curvy road, dodging frogs that had come out on to highway after a summer rain shower."
49504,Me and my dad. We were doing a night investigation looking for bigfoots
48777,Yes...... 3 adults and 4 young adults.
46809,no
39610,My son on the third incident
47471,"My dad, brother, and uncle were near by but didn't see anything."
30459,"8/17/11 3 witnesses hiking and hanging out at our camp. 8/18/11 2 witnesses, sleeping in our campervan."
47872,"none, just me and my dog"
16994,It was a happening place all week and I wasnt the only one there that had eyeballs.  I'm sure there was somebody else that saw it.
16518,no
16350,one other witness hearing the same thing. we were both sitting enjoying the new fire set at the campsite.
16142,No other witnesses
15135,Myself and girlfriend
16631,"3 witnesses: my Dad, my friend and myself all following a game trail to Falls Creek."
17570,13 Boyscouts ages 14-18 years and two other adult leaders besides myself. I havent talked to any of them about it since.
13487,My friend and myself
9392,none
7597,My boss and I were the only ones to see. We were more concerned with work.
3623,Myself and a friend
422,Myself and my friend heard it. We were trying to sleep.
1569,"Yes, my friend he was talking to me."
2600,Possibly as many as 30. There were two people out in a fishing boat in the lake that pointed up to the animal.
6712,
1925,"At the end of the street, another 500 feet away, a young couple heard dogs barking franticly at about the same time the crunching footsteps were heard."
50659,
33793,none
29609,Mixed activities. Many in my front yard.
24751,no my mom only heard the noises
29700,"one other person. He walked the stream and came upon the dead deer, i was waiting and heard all the noise."
1102,"Just one, and that was my son who was hunting with me."
23300,Yes
26440,Joe and I
68897,3 witnesses total. We were all sleeping in our tents.
62796,Myself and my boyfriend. We were snowmobiling up Dry Canyon Road. He had a remote cabin in this area and we spend lots of time here. Very primitive area.
58396,"Yes, my hunting partner. We both witnessed everything."
58357,"3 others heard the noises, I was the only one to make a visual"
13503,Just me
11186,
6303,"The only other person that saw it was my niece. She was kayaking ahead of me in her own boat. NONE OF US WERE DRINKING, it was a family outting."
1570,"Bear hunting on foot.CONFIDENTIALITY: This information is offered to assist those that research the Bigfoot phenomenon. Since it only involves a track discovery (versus an actual sighting), it may not be of much use to you. On the other hand, since it involved 3 different sized tracks possibly made by a small band (family group?), it may be of value in group-dynamics study of this creature. If there is a way to share this info with serious researchers only (versus enticing any net-surfer with a gun to invade the woods around Ione) I would prefer it. If you are going to post it in the general area, please include the request for low-profile activity. The reporting party is reluctant to discuss this with others due to the stigma attached, and does not run around showing the casting and pictures to strangers. He mainly took them as proof to himself that he found what he did. As I mentioned, the casting is pretty rough. Reporting party is a 50+ y/o resident of the Spokane area. I believe his recounting of the incident and the Ione-area history of sightings (as relayed to him by his contacts) to be unembellished and factual. I wish to remain confidential as a source. Though this info is second-party, I hope it is of some help."
1573,Hunting Whitetail Deer.
1572,Son and father were camping.
1571,"Driving, watching in the road.CONFIDENTIALITY: No cooks please. I did not say I saw BIG FOOT. I said I saw something strange on the road. I do not know what it was."
69110,We were sleeping and my dachshund woke up sniffing the air and nervous.
63900,Friend was asleep
61038,"There were several witnesses in the group camping, all of which where 10/11 year old cub scouts and their parents.  As it was very early I the morning they were sleep prior to the sounds."
61066,2 people - my partner and I
56232,no other witnesses
51499,"Many witnesses, in their RVs"
50214,On the phone with my wife
49869,No other witnesses
47035,Unfortunately no.
46769,my wife
44474,No others
38413,"Both my wife and I were woken from sleep on the first two occasions, I was the only one to hear the noises on the third incidence.  My rottweiler started growling during the second incident (she sleeps on the floor by our bed)."
42395,Just me. I had stopped at the stop sign and looked to the left when i saw it.
36618,1 wittness was sleeping when I had my experience but said while I was asleep he heard heavy footsteps but not sure what it was.
36467,nope
50160,2
36310,6
30783,My best friend and 2 men
29303,None other than my dog.
27923,2 we were trying to get down to the river
27803,3
28716,just myself
26695,"1, girlfriend"
26759,"One other witness, my friend Sean. We were together unloading our hunting gear at the back of his truck."
24835,No
24876,No witnesses.
24612,my girlfriend and I laying in bed
28898,"Yes, my husband(driving, eating) and a Pierce County sheriff(driving, questioning us)"
20591,"There were four of us...my friend and his wife, myself and my wife. We all saw the ""stump"" before it left and we all looked to see that it had indeed gone away! We were sitting around a table behind my truck having lunch and talking and listening to music."
15721,During this encounter I was alone. I have had others with me in the past and heard knocking. My grandson found a footprint in 2004 and when we returned with the plaster to cast it a Jeep had driven through it and destroyed it.
32536,2 me and husband cooking and puttering around camp
12655,"Myself, boyfriend, and boyfriends father.  They are the ones that took me there stating they believe it is a homey spot of bigfoots and the heard the same monkey sound the first time they went up."
9231,No.
6990,none
9447,1 other than myself.
5331,none
5725,No
21807,"My sister, walking along the trail with me, we had stopped to look at a small stream, then started walking again."
16364,"Me, My wife, and our little girl who was 5 at the Time. We had stopped on our way back to our car for a rest, and one last look at the beauty of the Carbon River Valley."
2303,Just me and my dogs and they don't talk.
495,"No witnesses, except the neighbor hearing the scream. The man walking on the road before the sighting may have seen something, but I think some bushes blocked his view."
337,
1584,R. J.
1586,Watching the lighting.
16644,My wife and two year old son
8777,none
1594,Scouting out the area and deciding what hiking route to take.
50678,Several but unknown now who they were
1685,
1591,"My husband and I have heard it upon retiring for the evening from 10:00pm on through sometimes past midnight. House guests have heard it also along with a neighbor, always at night."
1602,Sitting by the fire looking into the woods after just having seen a doe.
3438,"Just finished dinner, about 5:30PM."
23033,NO
1600,Witness was a Civil War reenactor and got lost while walking back to camp during a local Civil War reenactment that took place at the time.
29025,my son
23614,"3 others in the car, 1 adult, 2 children (who were asleep).  My ex-wife says that she didn't see anything, but became hysterical until I started the car and left."
32824,We were both riding in my truck. Two of us.
24310,My girlfriend was with me sleeping but did not wake until I yelled and woke her up.
13654,
4452,"Six, including myself."
19937,"Yes, my brother-in-law, sister,2 nephews, and my mom. We were all walking down to the van."
7481,"4 total - myself, brother & 2 cousins, walking upstream from camp, exploring, on a small trail that went along the north side of the creek."
1595,Father driving car; mother in passenger seat. I was in back seat.
1589,Deer hunting the late season early morning.
72287,Sisiter
1731,
28197,"There were at least three other NCO's who mentioned that they had seen or heard something ""weird"" in the woods from time to time."
28788,No
1730,
1724,
11930,
8407,I had seemed to be the only witness to the first mentioned incident although I remember a car screeching to the stop and then accelerated quickly. My sister and a neighbor and my whole family were witnesses to the other incidents.
62403,"There was no one with me, when I found the track, but I have shown the photo to several people and they were shocked on how much it looked like the classic Squatch track shape."
59279,"Myself and husband, we were just visiting, the two of us or in bed"
31052,no.
28577,my wife
28438,"just me, I didn't say anything to my hunting buddy as he thinks things like this are not true."
28308,
59331,I was alone
10509,no
8456,"three, we were all sitting around the campfire."
1617,"Fishing, sitting around a fire eating."
12916,"There were 3 of us that saw it. I was driving, coasting. I had one son on the hood who saw it, and another son in the car who saw it. Two other sons did not see it."
58048,"One other witness, my mother who is deceased."
74793,Everyone else stayed asleep
67407,I was alone.
65980,My 15-yo son and I were sleeping soundly in a tent just before the incident.
65464,Myself and my girlfriend both heard the sounds. We had just finished the hike to the top of Silver Star Mountain and were resting on a rocky outcrop overlooking the valleys to the east. We were eating some snacks and celebrating making it to the top.
65295,just me....driving in the woods
63324,4 witnesses saw / heard same thing.
65864,"1 witness, at 9pm sitting by fire while I was splitting wood. At 1am we were both sleeping and startled awake with scream and slap."
62449,My wife
45899,"The one person that was with me at the time, was looking at ants. Otherwise we would have probably kept walking through the meadow and not have known anything was in the treeline."
28307,My wife was the first to notice the musky skunk as we walked out side to the end of the driway on Leete Rd. I was alone out side in our driveway when I heard the animal calls
26572,only myself
25194,My son.
21473,my girl friend was listning
13115,No one else there.
13183,"Besides myself, 4 other friends heard the howls.  We were all sitting around the campfire when we began to hear them."
7593,"My father.  We were in the house watching television, all windows open."
9946,I was alone. I like to drive in the hills - it helps me to relax. It wasn't my first time just driving around up there but it was definitely the first time I had been up there so late by myself. I am scared to go back up there by myself.
8339,1 ex-spouse
9005,"there were 2 other people along with me, and they were right by my side the whole time.  we also had a dog with us"
10646,No witnesses
9944,Approx 35 witnesses - all the campers that were sleeping. Everyone was awakened by this incident.
6559,"My wife, everone else slept through it."
5176,
4738,"One, my son (31 years old). Reading the map."
3188,"My husband, Larry B. and myself."
3024,Including myself there were three of us.  The sounds were heard while trying to sleep in the tent at Tillicum campsite.  And the possible prints seen while hiking down trail 21 trying to get to Skookum meadow.
1904,Total of 7 people (including me) heard the scream. We were attempting a climb of the mountain.
1705,
3786,"there were two of us, going to wash after a few days in the woods on a hunting trip."
4779,There were 4 of us. I was driving and parking at the Casade Mtn.  viewpoint. I was getting my camera out.ny uncle was looking through his spotting scope at the hill.my older brother was bundling up to walk out side.my little brother walked to the edge of the valley and screamed hello at the top of is lungs.
3800,I was alone archery hunting elk.
1766,"Two adults, ages 46 and 42, and two adolescents, each thirteen years old. Activities described above."
1647,"Driving slowly along the road sight seeing.Video taping, while the truck idled at a stop."
1650,
59099,My 2 yr old and me that's it
10470,No witnesses. It's been so long that I have no idea what my dad thought. My friend along with me totally believes it was a bigfoot print.
889,"Jim Avila who I was in the Army with at Ft Lewis, WA. We had both climbed Adams and most other Cascade Range Peaks together or w/others"
270,"My son & my friend were there when it occurred. After the sound of the footsteps faded my son called from his tent ""Mom? Is everything OK? What's going on?"" I don't think either of them believes Bigfoot is a real animal, however."
40371,No
1707,"Seven witnesses, the whole planting crew. We were getting our trees ready for planting the hillside"
1651,"My wife and I were just looking out from Beacon rock. We were not inebriated in any fashion. There were 3 others who had been ""smoking"" whose names I don't have."
1652,There were three other people with me. We had all gotten out to check the road conditions. No drugs or alcohol was invoved.
1645,"Even though I was pretty far away, I was up a lot higher than he was and looking down. I was playing in the last patch of snow on the mountain. There were a few cars in the parking lot and saw a few people below me. My parents were off picking blueberries."
1620,
1621,
55549,There where 2 of us.
48652,"2, one was shooting, one was sitting in the truck"
47115,"No, I saw no other hikers during entire trip nor any vehicles in parking lot, pretty much the end of the hiking year for others."
43757,2 SIDING CONTRACTORS
41825,"2 others heard this, they were in the truck with the windows open."
41602,"There were 6 of us. We were all at my house hanging out in Lake Stevens/ Granite Falls area. Prior to this I was playing Minecraft, most of the guys were at work a few hours before actually going up."
38224,"2, my fiancee and I. We were headed up to the hill to park at our favorite makeout spot"
37101,
36647,"yes, 1st incident it was me, my girlfreind, and two other people who almost hit it. 2nd incident, myself and 3 others all saw it through seperate vechicle scopes."
36318,At least four maybe five people were witnesses four were passengers and one was the driver
35706,"Although my friend was Right there,he cannot see shit."
29170,My dog and I were the only witnesses to the encounter.
37885,"While I was leaving someone drove out of there too, but he's not talking."
30670,My dog (upon my arrival home)
38046,"No, there were some campers at other end of lake who didn't seem to have heard or noticed anything."
25882,
23017,None.
16276,"Six witnesses, two women, four men, ages 50 to 83. Conversing around a campfire that had been started about an hour before the incident."
26448,"With each ocassion my wife ,son ,son-in-law or other family members were available"
12929,"The only witnesses were me and the other fierfighter, we both were basically in the same general area."
10397,"Four in the boat, the shore party could not see into the cove from their position."
23170,"Just myself, to my knowledge."
9128,"I was the only human witness, but my two dogs were with me. The dogs reaction was quite similar to mine."
8597,"Yes, the neighbor girl.  She moved aboout 6 months after that."
6527,College friend
3585,One other besides myself.
1529,"1 to the sound, smoking in the living room, about 20' up from the back yard ground level, 3 to the footprint, daughter Alexis and next door neighbor."
37307,"Just my best friend and me.  We were hiking.  No drugs, no booze."
17220,yes one-who listened with me the second day
1674,Rob and I were looking for wildlife and/or signs of Bigfoot.
1669,We were riding horses I saw something she did not.
7229,6 yr. old son
1077,there was no one else on that stretch of road when I came around the curve
1673,"My Car had broke down on Newberg Road, I had worked on the car and was getting back in when I noticed it standing at the fence line of the field, it wasn't there when the car had first broke down."
1672,Walking.
2047,Sleeping
1671,
1880,"Dan, Jerry and Dan's kids."
1722,
1721,Kids were riding bikes on dirt road with snow on it.
43911,They were all asleep when it started and witnessed the entire episode with me.
967,"Two witnesses (Dave Monzel at the time was 14, and Dave Reefe was 15 or 16), riding dirt bikes and then resting and having a cigarette. Dave Monzel is now an Aerospace Engineer in Marysville"
4323,There were two of us and we were just getting ready to go to sleep so we could get up in morning and go deer hunting.
39858,"No, the only people I told was my sister and her friend and they were in the house."
67585,
66003,"I was home alone, so no other witnesses."
56332,2
47470,1 witness.
1691,
71773,4
67619,"yes, we were setting quietly around a fire"
58220,My fiance's son on the prints and all 3 of use on call response
58779,There were 5 and one is autistic so he can be.very specific
50039,Only myself.
49664,Just my husband and I
51816,3 myself (who has in the woods since 9yrs old and two SERE school instructor friends.) We had just finished eating dinner of steak and potatos
60969,One. Sleeping.
3673,3-we were walking up the road planning future power and water sources.
50212,1 other witness hunting deer on the property my mother was raised on.
898,"Having a family Barbeque. Myself...wife...my 16 year-old son...my daughter...my son-in-law....2 grandsons, ages 6 & 8.  EIGHT OF US, all total"
1113,"Self, friend was present, but half asleep and did not see what I saw."
57743,Just my wife. Neighbors but I did not know them so I did not inquire.
34710,There were 5 of us all hiking into the field
28856,my sister and her friend and my mom.
11137,just me nobody else
3281,My Platoon Sergeant.  Name unknown.
1587,"The platoon had just settled into the area.There was no threat"", so there had been noises of people eating, changing out of wet clothing, cleaning weapons. Basically a lot of clatter at first, but just prior to the incident it was absolutley quiet."
20435,"No real witnesses, just a liitle nine year old girl."
1585,"No one else in my platoon ever mentioned anything unusual that night. Again, we were all tired and perhaps they were resting. At any rate, my unit was quite a ways to my rear, but I cannot help but think someone had to have heard that scream."
1683,
1682,"Quietly walking around a pond, looking for frogs."
1680,Sleeping.
1596,"Private Mickles and myself had left the training area earlier than we were supposed to and were staying out of the training area watching the escape and evasion activity.I have thought about the incident many times in the past.  At the time neither Mickles or myself had ever heard of bigfoot;  we were in trouble for leaving the area early, so we had other things on our minds. This is just for your information. I have no idea if it is useful or not."
6232,No witnesses.
6425,
7406,"There were two witnesses, myself and my father."
2195,watching a herd of elk
2196,were helping me with measurements
1263,
1917,first set of tracks they were out looking at them with me.  second set of track one witness was with me and the others were waiting farther up blacksnake
62354,My father and I
65641,"Only me.  Perhaps BIL, but he says he heard nothing.  Husband and SIL sound asleep."
63451,Just me.
47161,"Only one, me. I was looking across the lake with binoculars."
17539,No other witnesses with me.
12997,No one else mentioned it the next day.
6864,Only myself and another camper (who was sleeping in the back of her truck) actually heard/saw something.  The other girls were dead asleep in their tents. This didn't surprise me as we are all seasoned hikers and are used to 'critters' being in the camp at night. We usually wear earplugs so we don't drive ourselves crazy wondering what's out there.
10948,There were 3 of us and my two friends saw it
5771,"none, my cousin was sleeping."
4808,
3107,
33908,"No, just myself and my 3 month old baby. I was coming from a visit in Everson, where we had dinner and played with the baby."
3518,"Me alone. I was running down the trail enjoying the rush with my full pack on, got the feeling I was being watched, ran for 30 or 40 more yards then stopped to catch a quick breath. Felt it again, turned to see who was looking at me.I looked and did not see anything then my eyes caught the eyes of the creature. It was the same color as the tree. I froze seeing its shape stepping out from behind the tree. It never broke eye contact. Then it brought the child out and gestured toward me slightly, stooping just like I show my children bear or whales or eagles, motioning as if to say ""there is what it looks like, do you see it"". It only glanced down at the child and the child and I caught eyes, startled it stepped back behind the tree. The whole time it's mother had a hand on it reassuringly. As it went behind the tree the mother looked me directly in the eyes and leaned forward slightly. The feeling is overwhelming, my hair is standing just typing this."
4392,"Yes, she heard it. (Friend in another tent) Put she wont admit it, and thinks I'm crazy.We talked breifly the next am, she heard the same footsteps and small clanking at the picnic tbl."
9197,"only me,passenger was having a nap"
1749,
1684,
63077,1
46546,Just my adult son.
45360,"Myself, my mom Renae Sampson, and my son"
30526,No other witnesses known. Neighboring camper did however place a trail cam in that area and I will be contacting that person via email.
26447,3 witnesses. Awake and sleeping.
25999,all  sleeping   brother  said it  was  the  cows in the  area  moving  through  but it  wasnt cows
26065,None to the encounter although 13-14 fellow researchers were nearby in the immediate party.
11702,Yes my two friends Shawn K. and Chris. Z.
7117,Just myself
6347,four of us . other aunts and uncles always herd the whistels.
3759,"Three relatives in a noisy camp, last to put out the lights and two other camps with two witnesses in one and a few more in the camp below. Everyone was asleep except for the one with the flashlight. So loud everyone heard it!"
3038,
1438,
2268,"My nephew Dan, his girlfriend Alison as well as me, Tom."
382,"Myself, My husband, 2 sons and 2 dogs."
1462,"3,  all of us sitting around the campfire."
1690,
1686,
43211,My mother. She was driving the car.
19917,One and he was hunting with me
58819,just me
1105,
1432,"There were 6 of kids playing around, 5 of us saw something.  One guy that broke down, down the road aways, heard something, if he saw anything, I don't know.  My two uncles must have seen them too.  I don't know if they did or not, never spoke to them about it since (one uncles is deceased now)."
49019,3 others - my brother and 2 nieces. We were just relaxing swinging on a swing set and talking.
44042,not this time
24508,"There were 5 in the car, but only myself and the driver saw the animal"
48359,none
46742,No
11026,"No, I was the only one."
4789,none
8435,3
39095,just me
14987,"My husband, Myself and our 3 children ages 9,8,6"
2215,
43915,0
40718,3 adults 1 child adults were playing with child and taking a walk.
41734,No
43648,Myself and 1 friend. We were checking our trapline.
23496,No - unfortunately.
29294,No
28065,1 witness my father who was holding a flashlight in my direction
5244,only me
43122,"No, wife was sleeping in the backseat."
38005,"1 for sighting, 3 for bangs"
4761,none
61147,One other witness
10446,No
35184,It was just me and my dogs
50837,No witnesses just myself
7232,5 others but they will not talk about it
39031,"My daughter, wife and I"
15050,"none, sorry."
59799,none
51419,2 only one of us seen it
41062,
51317,just self
2797,Tracks were first seen while outside near garage.
2804,My father and myself.
28993,My girl friend.my wife now.
48085,2. 3 total.
27630,3
27429,"A car in front of me had to brake for the creature, which was in front of it.  I then had to brake; did not get make or plate # of other car."
25082,One other witness. We were looking for a small lake that we intended to fish the next morning.
36381,me and my partner were doing evps when it happened
39314,"Yes, 2 others."
63091,"Three.  Two riding in vehicle, one driving."
32402,My husband
5516,the second incident a friend of mine witnessed but doesnt believe it was anything unusual.
38361,"My son was there, he was in a tree stand about 50 yards from where this occured."
25470,My brother Bill
23961,
45418,"Nick (28), Jennie (26), Atticus (5), and Hagen (2)  Robson.  Sara (30)."
59659,A vehicle was passing by in the opposite direction.
41657,"Yes, my friend. We were both watching straight ahead making sure not to hit a deer"
24265,No
9980,none
8121,no
5507,NO
2863,Hunting for deer.
75457,"3, including myself. We were all silent, night fishing off the dock. Not even really talking, no fire, the only noise was my buddy casting. No flashlights, we were using red headlamps but I believe they were off."
63355,"Rock throwing was witnessed by me, two others were woke from the noise."
59421,"Only I saw it, but I had three kids in the car."
23691,"MYSELF, MY FRIEND JOE H, HIS DAD WAS ASLEEP AT THE TIME AND HAS SINCE PASSED AWAY, FAMILY FRIEND RANDY C. AND SEVERAL LOCALS SPOKE OF THE TYPE THE FOLLOWING DAY."
135,4-talking
8502,
16870,Just me.
71733,1
43295,4 witness total looking a prints
41514,THREE WITNESSES (ONLY TWO HEARD THE YELL)
34344,Just myself. Going to the bathroom.
9717,
10609,"Nope, I was alone."
69467,
59229,"My father was there. When we heard the wood knocking, we both just looked at each other surprised."
16564,
28008,no
9295,No.
38662,"3 ( me, my sister, and my friend)"
34240,"My mom was driving, and she and I were the only ones in the car."
16529,"I was alone, was returning home from Belington."
13141,
47225,1..driving
13949,I was alone.
15355,3-sighting5-footprint2-noises only
42321,The first one me and a male friend. The second one me and a girlfriend.
2786,six witnesses
3582,"3 witnesses, coon hunting"
15250,Wife daughter
43193,2 - all awakened by the dogs
34043,None I'm aware of
439,"2 witnesses,we were either setting on the porch,returning home at night from the store, or just out in the yard,none of us drink alcohol or do mind altering drugs or anything,just quiet country folks"
46528,Just me
30028,one sighting my husband. Second sighting he and his friend .
28702,My son.
25989,"No initial witness of the creature, but many family members have witnessed the footprints."
19206,This time just my son.
16204,"My mother, brother, friend, and husband,"
14037,Just myself.
10945,"My wife was in the car and driving. I told her half-jokingly and half confused...that I thought I just saw a ""bigffot""!"
31404,
70692,No.
16228,Not that I know of. There was another guard working about 1/2 mile from me at the entrance to the mining companies property. He saw nor heard anything unusual that night.
1202,"Riding on their 4 wheelers, and looking for mushrooms."
7241,Approximately 15
63863,6. Hunting.
26354,none
1203,
24421,two...just walking not expecting anything like this....we have talked about this incident for 30 yrs!
16890,"One witness, two guests in the home at different dates and times. All were sleeping and awaken from sleep by noise."
24061,"2 saw the shape and size in the dark, 2 saw just head/face & eyes in low light"
46665,Just one. Me. One other adult and two little kids in the house but they were sleeping.
23437,"I was alone, unfortunately."
21894,"No witnesses to this incident, just me.  I was driving my friend home and returning to my house after Thanksgiving dinner."
15475,myself on the first two encounters and my fellow classmates the third encounter.
20863,"The only witness was my mother, who only heard the poundings, and noticed that the wildlife in the area has greatly diminished."
50469,myself
51471,I was alone.
20068,I took a friend up there the next day to show her where it happened. She and I looked at the prints. She spends a lot of time in the woods and thought the print in the mud looked like a big heel print.
1204,My son Wally and I.
1774,3 of us all together. We were all just laying out in the sun after some swimming.
10006,just me. kids were asleep.
37565,
36662,none i was alone
30154,"(3) Myself, my brother, and my friend."
20159,"My boyfriend was the only one who saw it, but I was there when it happened. The people in the vehicle immediately behind us hit the brakes and turned on their high beams a split second after my boyfriend spotted the thing, so they presumably also saw it."
20101,only one..me
20846,"The two of us were talking about finding a place to stay this late at night, and then setting up camp when it was daylight."
19841,Just myself
7727,"2, my daughter and I were just driving along this very deserted road."
50589,just me I was on my way to work
8796,Nobody else with me at the time.
3826,Myself and a buddy witnessed the footprint; I alone heard the vocalizations--my buddy had returned to our vehicle.
1205,I was driving
13122,Brad B.
25062,"Seven cavers all together, we had been sitting around the fire talking, finished with our evening meal."
55554,"Myself, and my wife.  We were driving on the scenic highway taking pictures of the long range views and the sunset."
36700,Just me listening in my tent.
35244,2: My father and myself
11432,None - was alone at the base camp. I do not think I was seen by the creatures since they moved in such a relaxed manner.
13083,Both incidents happened near the Greenbrier. There were 2 other witnesses to the first incident.  I was alone during the second incident.
14739,Yes one my friend who was walking with me at the time.
7474,1 other to the tracks and 3 at sighting of friend
29124,Daddy.
14280,"Just my fiance and I, and we were just watching a movie."
26380,My wife and I looking for areas to dig ginseng later in the year.
23648,
23411,When I had first seen it my good friend was with me. Then my friend's older brother seen it and also my mom.
4237,Two others besides myself.
59102,
55583,No
41880,No witnesses. I was sitting in my truck trying to sleep.
24494,"2 male witnesses and 1 dog, all were driving in a vehicle coon hunting"
18793,No just myself.
17449,Three of us and two dogs. Two of us heard the calls. The dogs were acting strange all evening.
47460,no other than my little girl who was five at the time
39812,None. But the same type of encounter was experienced by my mother on multiple occasions as well as my younger brother on one occasion.
1206,hiking/sleeping respectively
12959,2 witnesses.  Hunting.
26279,
3655,4 teenagers practicing for Church Christmas Play
23477,my financee
12812,1 my son
25301,No other witnesses.
203,No other people saw this.
7188,Three of us witnessed 2 different Bigfoot at thesame time walking in opposite directions from eachother.
24945,myself
13312,
11828,just me and my dog
27363,"two, mother and daughter had separate sightings. The daughter spotted the same creature in the same area, on March 1, 2010."
25497,one-four
28382,Myself and a cousin the first night and then three of us the next night
15481,"2 OF US SAW IT, MY SON AND MYSELF,WE WERE BOTH GOING TO WORK."
38547,two
23211,two total witnesses.  going to sleep in a tent.
12862,"My dad, his two friends and me."
74981,2Harvesting ginseng
13237,NO
24822,Only me.  I just woke up.
902,The witness that observed the visual sighting was looking for firewood at the time.  The witness that heard the scream or wail was elk hunting with me at the time.
5875,Two-- my son and his cousin.
13033,none
19472,
5674,
6951,"2 witnesses, me and Brian. We had just finished putting food items into the bait barrel and were preparing to leave the area."
6037,"I was alone, but there was another hunting party with a camp trailer, right near the pass off the forest service Rd, less than a half mile away. I didn't have any contact with them."
1866,One
1069,"1 witness, my friend mentioned above"
26521,just my older brother and myself
4692,"Including me, 4 people saw as we were scouting a ridge for bighorn sheep."
4735,5 total
2216,My wife...just looking out the window and I was driving
1242,I was hiking by myself.
1240,We were cutting firewood.
903,Son was looking up in the mountains because he couldnt find any Big Horn Sheep and it was the end of the day leaving Yellowstones Park. He had spotted and taken pictures of everything else.
1241,"2 witnesses. One witness had been driving the vehicle from Cody towards Yellowstone. The passenger was resting from a 4 hour driving shift, but entirely too excited at the prospect of finally reaching the park to be sleepy. The witnesses were engaged in active conversation regarding the next days activities. The driver was a very alert individual, a trained field research scientist, and the passenger, was also very alert to the surroundings, identifying vegetation, geology, looking for anything to point out to the driver. The passenger was also a trained field research scientist. Neither of the witnesses were fatigued, intoxicated, or medicated. Neither are prone to flights of imaginary fancy. Neither is a believer in ghosts, UFOs or other odd anomalies."
1244,Myself and two others.They were squirrel hunting with me.
2963,"Two Boy Scouts, both 14 years old."
6441,there were 5 witnesses including myself  that were sleeping before the incident.
1411,"Counting myself, there were four witnesses.We were in our van headed for the Grand Canyon to do a day of sightseeing."
14714,"I wish there was. It was just me. I've been carrying a camera now since, and only get porcupines, skunks, deer. And one young moose."
12884,There where six witnesses myself included.
798,There was one passenger in the car and a driver. The husband was driving.
59728,No one
59610,none
55604,2 building a fire to cook dinner
43598,No
34794,"I was there with my daughter (8) who did not see, and my dog, so no other witnesses"
28066,No witnesses
26517,It was only me. There seemed to be no one else in the area and I was the only one in the entire camp site. I was waking up to have breakfast.
17290,"one witness--standing by car waiting for me, doors to car were open"
27154,"Yes, one other out of 4 people total.  Prior to the incident we were driving 4WD's along a trail"
12001,"My daughter who is 13 was watching it carefully also and afterwards asked what it was. She has seen a lot of animals also,and knew this was different."
10883,Occuppants of home. Two adults and approx. five kids.
10597,There were two of us.
65238,"I was alone, driving back to town having finished a job."
7394,
9876,1
7250,"Her mother, daughter and step-dad have heard the screams"
5996,around 14 to 20 people. we were hiking
5182,"myself and my spouse, daughter asleep in the backseat.  Driving home from Valleyview enroute to Grande Prairie."
5044,"Me,14 yrs oldDave, 25 yrs"
4899,"Me, Adrian Erickson, and my two older brothers."
28583,Two people walking
23259,"two, we were all laying down for the night having pillow talk"
2069,"My husband, my three children and myself."
12647,
26746,
27910,2 of us. We were hiking.
27043,2 my mother and I we were driving
211,Just me hunting.
1423,"Hiking up the trail towards the summit. We had taken a break and I had my camera out to take a picture of the hotsprings far below us. I took many pictures. I scanned all of them to see if I got a picture of it, but did not."
1400,walking somewhat single file but dispersed fairly far apart.
1481,One witness ( Jason ). He was driving.
1401,Fishing. And having supper.
10127,"No, just me."
25378,"there were 4 others including myself(brother, two sisters and cousin)  We were playing baseball in a recently made clearing by a bulldozer in the woods"
6829,Friend that I haven't keep touch with since that summer.
1404,We had shut the TV off and headed for the bedroom when my husband and I heard the scream the big foot made.
10775,I was alone.
38116,
1399,
67413,There were 2 people who saw it and then 4 of us returned to see and take photos of the tracks.
65630,Wife and I. We were driving our motorhome after a restful nights sleep.
59054,No witnesses. I was driving home alone.
65223,No witnesses.
